Country_Code,Country,WEO Subject Code,Subject Descriptor,Units,Year,Value,Country_Name,Region,Income_Group
GIN,Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,637.478,Guinea,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,613.569,Guinea-Bissau,Sub-Saharan Africa,Low income
GUY,Guyana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3457.367,Guyana,Latin America & Caribbean,High income
HTI,Haiti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1168.747,Haiti,Latin America & Caribbean,Lower middle income
HND,Honduras,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1789.707,Honduras,Latin America & Caribbean,Lower middle income
HKG,Hong Kong SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,30593.991,"Hong Kong SAR, China",East Asia & Pacific,High income
HUN,Hungary,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,13066.422,Hungary,Europe & Central Asia,High income
ISL,Iceland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,41188.906,Iceland,Europe & Central Asia,High income
IND,India,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1096.637,India,South Asia,Lower middle income
IDN,Indonesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2469.384,Indonesia,East Asia & Pacific,Upper middle income
IRN,Islamic Republic of Iran,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6016.8,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income
IRQ,Iraq,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3701.862,Iraq,Middle East & North Africa,Upper middle income
IRL,Ireland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,51943.659,Ireland,Europe & Central Asia,High income
ISR,Israel,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,28394.84,Israel,Middle East & North Africa,High income
ITA,Italy,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,36982.806,Italy,Europe & Central Asia,High income
JAM,Jamaica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4507.186,Jamaica,Latin America & Caribbean,Upper middle income
JPN,Japan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,41469.773,Japan,East Asia & Pacific,High income
JOR,Jordan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3618.892,Jordan,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7165.226,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,Kenya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1123.268,Kenya,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1410.095,Kiribati,East Asia & Pacific,Lower middle income
KOR,Korea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,19139.732,"Korea, Rep.",East Asia & Pacific,High income
UVK,Kosovo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2878.492,,,
KWT,Kuwait,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,30414.905,Kuwait,Middle East & North Africa,High income
KGZ,Kyrgyz Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,876.933,Kyrgyz Republic,Europe & Central Asia,Lower middle income
LAO,Lao P.D.R.,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1032.328,Lao PDR,East Asia & Pacific,Lower middle income
LVA,Latvia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,12243.072,Latvia,Europe & Central Asia,High income
LBN,Lebanon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7354.971,Lebanon,Middle East & North Africa,Lower middle income
LSO,Lesotho,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1011.42,Lesotho,Sub-Saharan Africa,Lower middle income
LBR,Liberia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,470.218,Liberia,Sub-Saharan Africa,Low income
LBY,Libya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,10202.806,Libya,Middle East & North Africa,Upper middle income
LTU,Lithuania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,11848.202,Lithuania,Europe & Central Asia,High income
LUX,Luxembourg,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,110249.419,Luxembourg,Europe & Central Asia,High income
MAC,Macao SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,39822.349,"Macao SAR, China",East Asia & Pacific,High income
MDG,Madagascar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,488.901,Madagascar,Sub-Saharan Africa,Low income
MWI,Malawi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,571.113,Malawi,Sub-Saharan Africa,Low income
MYS,Malaysia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7543.882,Malaysia,East Asia & Pacific,Upper middle income
MDV,Maldives,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7450.805,Maldives,South Asia,Upper middle income
MLI,Mali,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,681.803,Mali,Sub-Saharan Africa,Low income
MLT,Malta,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,21223.678,Malta,Middle East & North Africa,High income
MHL,Marshall Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2881.209,Marshall Islands,East Asia & Pacific,Upper middle income
MRT,Mauritania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1475.591,Mauritania,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7416.659,Mauritius,Sub-Saharan Africa,Upper middle income
MEX,Mexico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,8346.772,Mexico,Latin America & Caribbean,Upper middle income
FSM,Micronesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2656.607,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income
MDA,Moldova,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1890.647,Moldova,Europe & Central Asia,Upper middle income
MNG,Mongolia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1687.55,Mongolia,East Asia & Pacific,Upper middle income
MNE,Montenegro,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6746.443,Montenegro,Europe & Central Asia,Upper middle income
MAR,Morocco,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3162.86,Morocco,Middle East & North Africa,Lower middle income
MOZ,Mozambique,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,535.666,Mozambique,Sub-Saharan Africa,Low income
MMR,Myanmar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,593.446,Myanmar,East Asia & Pacific,Lower middle income
NAM,Namibia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4340.183,Namibia,Sub-Saharan Africa,Upper middle income
NRU,Nauru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4630.943,Nauru,East Asia & Pacific,High income
NPL,Nepal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,542.536,Nepal,South Asia,Lower middle income
NLD,Netherlands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,52807.447,Netherlands,Europe & Central Asia,High income
NZL,New Zealand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,28270.425,New Zealand,East Asia & Pacific,High income
NIC,Nicaragua,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1438.131,Nicaragua,Latin America & Caribbean,Lower middle income
NER,Niger,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,462.269,Niger,Sub-Saharan Africa,Low income
NGA,Nigeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1927.476,Nigeria,Sub-Saharan Africa,Lower middle income
MKD,North Macedonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4782.411,North Macedonia,Europe & Central Asia,Upper middle income
NOR,Norway,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,80115.693,Norway,Europe & Central Asia,High income
OMN,Oman,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,19235.875,Oman,Middle East & North Africa,High income
PAK,Pakistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1108.978,Pakistan,South Asia,Lower middle income
PLW,Palau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,9882.582,Palau,East Asia & Pacific,High income
PAN,Panama,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7806.732,Panama,Latin America & Caribbean,High income
PNG,Papua New Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1833.09,Papua New Guinea,East Asia & Pacific,Lower middle income
PRY,Paraguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3623.931,Paraguay,Latin America & Caribbean,Upper middle income
PER,Peru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4276.689,Peru,Latin America & Caribbean,Upper middle income
PHL,Philippines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1923.674,Philippines,East Asia & Pacific,Lower middle income
POL,Poland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,11532.283,Poland,Europe & Central Asia,High income
PRT,Portugal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,23126.175,Portugal,Europe & Central Asia,High income
PRI,Puerto Rico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,25768.726,Puerto Rico,Latin America & Caribbean,High income
QAT,Qatar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,53822.909,Qatar,Middle East & North Africa,High income
ROU,Romania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,8540.187,Romania,Europe & Central Asia,High income
RUS,Russia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,9160.112,Russian Federation,Europe & Central Asia,High income
RWA,Rwanda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,585.04,Rwanda,Sub-Saharan Africa,Low income
WSM,Samoa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3348.774,Samoa,East Asia & Pacific,Lower middle income
SMR,San Marino,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,67011.543,San Marino,Europe & Central Asia,High income
STP,São Tomé and Príncipe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1173.498,São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income
SAU,Saudi Arabia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,18836.932,Saudi Arabia,Middle East & North Africa,High income
SEN,Senegal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1307.516,Senegal,Sub-Saharan Africa,Lower middle income
SRB,Serbia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6168.228,Serbia,Europe & Central Asia,Upper middle income
SYC,Seychelles,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,9707.265,Seychelles,Sub-Saharan Africa,High income
SLE,Sierra Leone,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,391.213,Sierra Leone,Sub-Saharan Africa,Low income
SGP,Singapore,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,38926.813,Singapore,East Asia & Pacific,High income
SVK,Slovak Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,16591.518,Slovak Republic,Europe & Central Asia,High income
SVN,Slovenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,24854.16,Slovenia,Europe & Central Asia,High income
SLB,Solomon Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1428.609,Solomon Islands,East Asia & Pacific,Lower middle income
ZAF,South Africa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6552.265,South Africa,Sub-Saharan Africa,Upper middle income
ESP,Spain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,32131.382,Spain,Europe & Central Asia,High income
LKA,Sri Lanka,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2472.242,Sri Lanka,South Asia,Lower middle income
KNA,St. Kitts and Nevis,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,16373.91,St. Kitts and Nevis,Latin America & Caribbean,High income
LCA,St. Lucia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,8248.564,St. Lucia,Latin America & Caribbean,Upper middle income
VCT,St. Vincent and the Grenadines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6564.113,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income
SDN,Sudan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1401.244,Sudan,Sub-Saharan Africa,Low income
SUR,Suriname,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,7864.591,Suriname,Latin America & Caribbean,Upper middle income
SWE,Sweden,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,46734.909,Sweden,Europe & Central Asia,High income
CHE,Switzerland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,71894.922,Switzerland,Europe & Central Asia,High income
SYR,Syria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2557.267,Syrian Arab Republic,Middle East & North Africa,Low income
TWN,Taiwan Province of China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,16904.543,"Taiwan, China",East Asia & Pacific,High income
TJK,Tajikistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,666.024,Tajikistan,Europe & Central Asia,Lower middle income
TZA,Tanzania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,700.567,Tanzania,Sub-Saharan Africa,Lower middle income
THA,Thailand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4213.01,Thailand,East Asia & Pacific,Upper middle income
TLS,Timor-Leste,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,689.276,Timor-Leste,East Asia & Pacific,Lower middle income
TGO,Togo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,737.152,Togo,Sub-Saharan Africa,Low income
TON,Tonga,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3040.244,Tonga,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,14777.395,Trinidad and Tobago,Latin America & Caribbean,High income
TUN,Tunisia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,4333.153,Tunisia,Middle East & North Africa,Lower middle income
TUR,Türkiye,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,8941.404,Türkiye,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,6670.904,Turkmenistan,Europe & Central Asia,Upper middle income
TUV,Tuvalu,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2759.034,Tuvalu,East Asia & Pacific,Upper middle income
UGA,Uganda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,815.808,Uganda,Sub-Saharan Africa,Low income
UKR,Ukraine,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2557.279,Ukraine,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,30920.369,United Arab Emirates,Middle East & North Africa,High income
GBR,United Kingdom,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,38892.333,United Kingdom,Europe & Central Asia,High income
USA,United States,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,47102.428,United States,North America,High income
URY,Uruguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,10232.122,Uruguay,Latin America & Caribbean,High income
UZB,Uzbekistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1523.417,Uzbekistan,Europe & Central Asia,Lower middle income
VUT,Vanuatu,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2519.625,Vanuatu,East Asia & Pacific,Lower middle income
VEN,Venezuela,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,9557.55,"Venezuela, RB",Latin America & Caribbean,
VNM,Vietnam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1481.442,Vietnam,East Asia & Pacific,Lower middle income
WBG,West Bank and Gaza,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,2061.558,,,
YEM,Yemen,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1061.415,"Yemen, Rep.",Middle East & North Africa,Low income
ZMB,Zambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,1151.193,Zambia,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,790.352,Zimbabwe,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,631.49,Afghanistan,South Asia,Low income
ALB,Albania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4097.833,Albania,Europe & Central Asia,Upper middle income
DZA,Algeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4941.493,Algeria,Middle East & North Africa,Upper middle income
AND,Andorra,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,49030.229,Andorra,Europe & Central Asia,High income
AGO,Angola,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3586.664,Angola,Sub-Saharan Africa,Lower middle income
ATG,Antigua and Barbuda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,13574.44,Antigua and Barbuda,Latin America & Caribbean,High income
ARG,Argentina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,10412.974,Argentina,Latin America & Caribbean,Upper middle income
ARM,Armenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3121.778,Armenia,Europe & Central Asia,Upper middle income
ABW,Aruba,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,24093.07,Aruba,Latin America & Caribbean,High income
AUS,Australia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,56591.468,Australia,East Asia & Pacific,High income
AUT,Austria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,46955.173,Austria,Europe & Central Asia,High income
AZE,Azerbaijan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5880.509,Azerbaijan,Europe & Central Asia,Upper middle income
BHS,The Bahamas,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,28725.135,"Bahamas, The",Latin America & Caribbean,High income
BHR,Bahrain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,20827.719,Bahrain,Middle East & North Africa,High income
BGD,Bangladesh,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,935.755,Bangladesh,South Asia,Lower middle income
BRB,Barbados,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,16203.334,Barbados,Latin America & Caribbean,High income
BLR,Belarus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6033.415,Belarus,Europe & Central Asia,Upper middle income
BEL,Belgium,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,44448.17,Belgium,Europe & Central Asia,High income
BLZ,Belize,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5393.252,Belize,Latin America & Caribbean,Upper middle income
BEN,Benin,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1010.314,Benin,Sub-Saharan Africa,Lower middle income
BTN,Bhutan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2265.468,Bhutan,South Asia,Lower middle income
BOL,Bolivia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1972.684,Bolivia,Latin America & Caribbean,Lower middle income
BIH,Bosnia and Herzegovina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4633.861,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income
BWA,Botswana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6041.732,Botswana,Sub-Saharan Africa,Upper middle income
BRA,Brazil,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,11578.7,Brazil,Latin America & Caribbean,Upper middle income
BRN,Brunei Darussalam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,35437.251,Brunei Darussalam,East Asia & Pacific,High income
BGR,Bulgaria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6754.23,Bulgaria,Europe & Central Asia,High income
BFA,Burkina Faso,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,627.783,Burkina Faso,Sub-Saharan Africa,Low income
BDI,Burundi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,231.549,Burundi,Sub-Saharan Africa,Low income
CPV,Cabo Verde,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3632.185,Cabo Verde,Sub-Saharan Africa,Lower middle income
KHM,Cambodia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,992.085,Cambodia,East Asia & Pacific,Lower middle income
CMR,Cameroon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1353.407,Cameroon,Sub-Saharan Africa,Lower middle income
CAN,Canada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,47625.742,Canada,North America,High income
CAF,Central African Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,492.078,Central African Republic,Sub-Saharan Africa,Low income
TCD,Chad,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1195.527,Chad,Sub-Saharan Africa,Low income
CHL,Chile,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,12723.064,Chile,Latin America & Caribbean,High income
CHN,China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4499.803,China,East Asia & Pacific,Upper middle income
COL,Colombia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6498.573,Colombia,Latin America & Caribbean,Upper middle income
COM,Comoros,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1322.638,Comoros,Sub-Saharan Africa,Lower middle income
COD,Democratic Republic of the Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,338.802,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income
COG,Republic of Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2965.182,"Congo, Rep.",Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8268.859,Costa Rica,Latin America & Caribbean,Upper middle income
CIV,Côte d'Ivoire,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1597.512,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income
HRV,Croatia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,13706.348,Croatia,Europe & Central Asia,High income
CYP,Cyprus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,31521.893,Cyprus,Europe & Central Asia,High income
CZE,Czech Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,19983.577,Czechia,Europe & Central Asia,High income
DNK,Denmark,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,58177.162,Denmark,Europe & Central Asia,High income
DJI,Djibouti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1837.212,Djibouti,Middle East & North Africa,Lower middle income
DMA,Dominica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6980.957,Dominica,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5688.751,Dominican Republic,Latin America & Caribbean,Upper middle income
ECU,Ecuador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4539.721,Ecuador,Latin America & Caribbean,Upper middle income
EGY,Egypt,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2922.796,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income
SLV,El Salvador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3017.326,El Salvador,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,17153.165,Equatorial Guinea,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,501.424,Eritrea,Sub-Saharan Africa,Low income
EST,Estonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,14696.814,Estonia,Europe & Central Asia,High income
SWZ,Eswatini,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4263.91,Eswatini,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,341.103,Ethiopia,Sub-Saharan Africa,Low income
FJI,Fiji,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4010.982,Fiji,East Asia & Pacific,Upper middle income
FIN,Finland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,46647.002,Finland,Europe & Central Asia,High income
FRA,France,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,42178.577,France,Europe & Central Asia,High income
GAB,Gabon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8933.306,Gabon,Sub-Saharan Africa,Upper middle income
GMB,The Gambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,860.639,"Gambia, The",Sub-Saharan Africa,Low income
GEO,Georgia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3269.917,Georgia,Europe & Central Asia,Upper middle income
DEU,Germany,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,42379.71,Germany,Europe & Central Asia,High income
GHA,Ghana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1757.045,Ghana,Sub-Saharan Africa,Lower middle income
GRC,Greece,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,26743.4,Greece,Europe & Central Asia,High income
GRD,Grenada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,7258.182,Grenada,Latin America & Caribbean,Upper middle income
GTM,Guatemala,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2836.06,Guatemala,Latin America & Caribbean,Upper middle income
